customer_id,amount_mean,amount_std,amount_max,amount_min,is_fraud_sum,transaction_id_count
44,92586.2709090909,34429.69017106684,140765.89,26497.79,1,22
45,58132.38269230769,30848.27416284413,142808.36,13030.78,1,26
46,91401.15264705883,30019.157489124045,145580.63,31980.6,2,34
47,33613.9828,17952.91397370321,73163.16,2488.2,2,50
48,33858.235555555555,20858.356200181457,102303.32,4713.32,2,36
49,71822.4905263158,38140.61648704208,154826.43,22801.32,1,38
50,58655.81825,27954.348062214223,134729.99,16280.1,1,40
51,27310.964,19133.25971873035,89028.58,118.68,4,35
52,40431.81846153846,21521.824396665575,112109.08,9695.86,2,26
53,64400.9652,27069.438707047342,116665.98,22115.93,3,50
54,112597.79634146343,41080.610266863536,214075.99,51497.66,1,41
55,58509.666666666664,31264.127001841334,122774.12,10130.49,1,30
56,15514.800967741936,13065.654979960595,52831.32,67.57,2,31
57,107157.93795454544,41345.89295254302,183515.2,39933.38,2,44
58,51847.09227272728,26730.471785387715,140878.21,24782.0,1,22
59,39766.63179487179,21688.453097391888,80926.86,3063.1,1,39
60,113283.15428571428,44133.85692022315,201529.46,39111.77,1,28
61,61293.08085714286,25949.809673158477,136463.05,19814.2,1,35
62,45841.323913043474,19726.005643842054,81162.87,1317.29,0,23
63,123239.32644444445,50916.36029429771,271400.3,44035.47,4,45
64,31053.029062499998,25147.950678161065,98763.48,98.13,2,32
65,54345.25043478261,27944.744856280948,133222.89,13295.76,1,23
66,22707.831739130434,16594.286798162568,63368.1,798.38,3,46
67,48753.54794117647,23292.768234626714,105905.33,16496.48,2,34
68,56124.79393939394,23407.72600537546,100260.97,17102.79,2,33
69,36460.684468085106,22931.78631851808,100585.97,5501.71,2,47
70,50611.47076923077,26406.42978505075,115847.48,9416.5,2,26
71,95500.40321428572,42265.56656785172,163546.11,26402.98,0,28
72,24077.0955,17397.96215942469,64375.23,707.66,1,20
73,84110.45510638299,37487.960304897475,167018.3,29476.95,3,47
74,20190.5416,16495.04599521138,64898.25,1023.01,2,25
75,72888.80933333334,31380.497305393823,138677.59,28336.98,1,45
76,73905.87956521739,28207.824085558328,130651.8,21899.7,1,23
77,39160.87904761905,21596.135148711888,90352.31,11542.59,0,21
78,54775.778399999996,23571.188332179092,99501.44,23275.3,0,25
79,118192.80285714286,41344.50726547655,210938.43,51939.04,4,28
80,38383.270454545454,22391.312215622664,92031.93,10640.07,5,44
81,43859.92033333333,20487.450007707826,77483.51,9845.28,5,30
82,64895.719705882344,30177.337940431942,126359.59,14920.65,2,34
83,112759.10964285715,47095.37314490038,185991.49,36702.36,1,28
84,139636.85925,55747.717449086944,239515.69,45086.66,2,40
85,41514.615526315785,22153.506489496674,80196.9,1781.2,1,38
86,27161.92404761905,20960.77513066833,99352.31,1031.84,2,42
87,65218.82666666666,31170.748507497276,144677.47,22167.86,3,39
88,75985.73714285714,29557.674565573176,151426.62,32755.96,0,21
89,88944.97423076924,34471.4545546778,184165.87,38359.34,2,26
90,89786.51043478261,44955.00952987002,177778.3,39017.77,1,23
91,59545.04807692308,27221.855353972624,111875.12,18200.0,1,26
92,35199.97536585366,19168.10365760618,93779.12,13705.38,5,41
93,65957.2847368421,31650.510575399905,133587.29,18644.07,1,38
94,74189.60233333333,32643.918344901515,138142.56,21255.21,3,30
95,27070.901951219512,24855.24771279832,84990.73,31.34,2,41
96,58732.101875,23910.5521722401,114416.69,23741.59,2,32
97,39741.650285714284,18039.84833718978,80321.91,9848.58,2,35
98,74207.20971428571,31936.038589606906,137606.31,27031.69,0,35
99,46773.44923076923,25888.548654193644,102013.25,9089.44,2,26
100,37634.48181818182,22896.561517867063,105471.32,7448.68,5,44
101,87607.247,43317.51815008506,167520.28,29940.33,1,20
102,122378.68214285716,51491.27939092526,215628.0,41161.31,3,42
103,21602.48979591837,16526.04461148113,67696.91,1620.26,0,49
104,83083.21130434783,34620.05012182486,141004.94,24140.49,5,46
105,146430.67424242425,58622.285709564356,293740.34,59003.03,1,33
106,101521.46634146341,44889.859651259925,197970.93,33605.2,2,41
107,107430.82935483872,38285.44105644285,209584.49,50607.3,5,31
108,62063.4852173913,28606.122894573065,117131.86,20420.31,1,23
109,37923.090217391305,21326.70681635707,94979.98,9974.48,3,46
110,50495.35372093023,27046.01448600435,113542.19,9715.14,2,43
111,44205.63042553191,23789.355403396825,107081.97,8496.71,4,47
112,36091.06615384616,22421.66192767735,101482.94,3377.14,2,39
113,61277.43896551724,27943.464415268703,132055.74,17485.21,4,29
114,38210.62863636363,22971.044726754903,102095.04,9444.83,1,22
115,52040.12065217391,25731.99408482456,119772.16,5005.7,4,46
116,42790.6305,20124.062688555205,81059.54,13384.28,0,20
117,54434.94933333334,24233.20814722381,118916.3,20393.85,4,45
118,120672.48904761905,55216.98684419911,240922.83,53519.07,1,21
119,15188.055909090908,13787.182074465178,59046.45,1179.27,0,22
120,57385.73565217391,24813.61937437892,107363.45,19484.45,2,23
121,35170.28111111111,23066.91301510078,101392.94,1292.88,1,27
122,94239.30355555555,38056.10415070379,180736.01,36248.34,7,45
123,30868.079999999998,19246.79460862011,72398.06,2409.86,2,26
124,34603.507,23363.565566436333,109453.59,2549.64,0,20
125,135480.38125,53574.63235302273,224928.52,48826.37,3,24
126,44172.656,23190.197586284146,84683.77,9838.43,1,20
127,150655.02777777778,61788.43788375405,235298.79,47792.79,1,27
128,23129.173829787233,18859.35174071192,76510.25,338.45,2,47
129,68611.94928571429,27616.358425786068,153363.68,27875.08,3,42
130,80013.2625,38885.44538212357,194192.7,17592.14,2,24
131,44415.387777777774,23614.55990263732,107412.48,3556.79,0,36
132,13485.168484848486,10808.258063176776,38872.12,273.24,0,33
133,33442.639444444445,20216.32288534786,75040.95,1190.23,2,36
134,45099.99913043478,29693.06054169344,125629.02,6059.07,0,23
135,55710.98591836735,26808.56210968467,110182.32,14605.45,0,49
136,48012.5268,21548.98914990076,100623.74,20924.76,2,50
137,88175.52714285714,35892.86307352616,172567.29,31752.33,3,35
138,39760.13090909091,30243.542233685577,134316.48,5435.11,0,22
139,58208.458529411764,24026.932753559566,109999.27,17307.59,4,34
140,54485.409250000004,26297.070727378952,117616.44,14811.9,3,40
141,75467.60269230769,32310.301857799543,154065.69,32153.18,0,26
142,55843.55125,27010.803391716356,127531.59,14109.01,3,48
143,36342.27795918367,18417.366999428035,89612.18,12.75,2,49
144,71136.97103448276,30360.80820251289,144582.82,21260.03,1,29
145,58788.257222222215,30309.89948057109,179255.48,12813.3,0,36
146,42886.72125,21243.436392592746,89608.4,8999.95,2,32
147,61050.27860465116,26466.88723105872,125414.4,16137.29,3,43
148,53516.505405405405,24451.46270817199,104360.53,21994.24,2,37
149,87695.80128205128,34815.97007661829,163841.44,38092.86,1,39
150,108557.25142857143,48137.324529231395,228651.19,31282.69,1,35
151,40309.48108108108,17648.555939805003,77881.51,6847.97,1,37
152,99365.88446808512,37300.717725268034,191517.97,37648.49,1,47
153,58758.974375000005,32082.99431820861,123743.38,17053.09,3,32
154,79243.3506521739,35505.64603773849,159227.28,21358.16,3,46
155,73278.613,24048.21817705378,115525.87,35571.91,1,20
156,81536.56333333332,39125.212129064086,175601.9,33142.99,3,36
157,97947.2684090909,41765.600518679166,183467.41,29005.17,3,44
158,94663.15791666666,39965.713214147036,184482.81,39404.95,2,48
159,68318.03222222223,26540.004673487692,129792.48,30783.45,0,27
160,72209.38666666667,33357.26840922205,128339.4,9787.83,1,21
161,64380.98038461538,30017.333486780262,125713.93,18430.49,1,26
162,58633.62674418605,27930.595294382198,116012.31,15779.84,2,43
163,22116.332972972974,17442.2898430935,69712.52,1966.23,2,37
164,106461.17976744188,43437.92697839825,223160.16,39564.55,1,43
165,75244.61321428571,33718.35661286858,128728.34,22202.75,2,28
166,47819.697692307695,22236.275641099666,115401.15,9509.04,0,26
167,45373.77724137931,16502.43372374985,84402.25,14820.02,0,29
168,66968.08782608695,30707.22296021927,131268.09,25748.76,1,23
169,31607.311818181817,15830.759549262266,62470.81,2817.54,1,22
170,53445.23186046512,25054.918018112992,118393.62,12123.54,4,43
171,37858.3028125,23203.66004010355,91516.96,5719.35,2,32
172,61992.57586956521,28526.578703797048,125359.06,21967.31,3,46
173,45768.390999999996,22890.84012632677,90455.65,12078.67,0,20
174,17643.143076923076,11965.823656552719,42764.64,632.24,0,39
175,47279.40827586207,24868.87535193297,106416.7,12411.5,1,29
176,89960.38944444444,37011.38243793927,171371.35,35752.45,3,36
177,71889.89147058823,31838.17386319078,141150.59,27462.82,3,34
178,42732.29743589743,21323.515043032425,97721.97,2869.24,4,39
179,56263.165625,24198.763956060116,119647.41,17793.97,5,48
180,50634.968863636364,29734.740363125577,114110.51,11157.81,3,44
181,102597.07789473684,45428.53795610064,200213.48,47248.2,4,38
182,69537.36272727273,27638.88837522812,118569.97,20865.86,3,33
183,64500.52833333333,27436.0422554056,139040.17,20318.73,4,48
184,69649.16679999999,29291.097800663996,144063.86,12096.86,1,50
185,40849.42511111111,20198.14088259752,96204.88,14087.3,3,45
186,65764.854375,26410.526880256566,128081.26,26496.38,3,32
187,127580.67538461539,49838.60209602603,214165.66,45052.79,2,26
188,98260.24619047619,34483.03253079977,155368.4,30932.02,1,21
189,84469.31264705882,40417.702895227114,160612.84,27546.5,2,34
190,79298.33480000001,36749.645026777835,177308.41,26120.95,2,50
191,37468.22342105263,20681.167370811032,96625.65,2505.33,1,38
192,15132.443684210526,11332.189836906102,43967.71,659.59,2,38
193,34482.556000000004,14947.728097670339,81588.99,12488.0,1,25
194,98802.37055555555,38984.220632772136,176045.11,35869.55,1,36
195,62394.0425,20820.678726088063,94595.46,27907.27,2,24
196,46675.30473684211,24701.398586692576,100087.74,8658.24,1,38
197,42871.579183673464,23155.126697624193,132562.67,9905.3,5,49
198,69162.44448979592,31503.472916081017,160882.67,22255.97,0,49
199,25801.543142857143,19220.49501220412,58207.61,132.18,3,35
200,75782.49408163266,34346.662495848366,155919.08,24904.7,2,49
201,20852.888918918918,18148.909772823943,76980.14,207.33,3,37
202,67544.11794117646,28235.709343610928,133459.46,20054.2,0,34
203,55494.1025,25695.615645955473,121252.24,18064.71,2,24
204,26549.133,15198.383608679229,51378.32,5227.71,1,20
205,70389.68810810811,28475.296195819243,128050.8,27311.21,3,37
206,52380.6354,25639.22291609456,117643.66,5723.58,7,50
207,39516.22888888889,26717.51888656613,116002.29,2330.05,2,27
208,45743.4095,25037.572123809925,97356.36,9532.48,0,20
209,103473.24433333334,39986.64439209807,186662.25,35199.76,1,30
210,84074.82885714286,37348.6915016833,184907.46,29563.75,4,35
211,160825.4071875,82495.41636578542,326599.57,59499.82,2,32
212,77405.50600000001,33311.005057743685,168920.9,35478.09,1,20
213,113895.61357142858,45529.22036071897,198840.51,46007.83,3,42
214,46998.833260869564,23332.88273853762,104548.34,8642.78,2,46
215,35556.36404255319,22724.113887852956,97963.06,535.32,2,47
216,13949.613953488373,14017.050846449925,59194.45,148.95,0,43
217,62850.17142857143,24818.535202738552,123639.82,28256.99,1,21
218,92634.93179999999,33095.77823014491,165817.14,38071.09,3,50
219,51188.93106382978,24526.315433667347,117573.05,19900.44,1,47
220,17132.126249999998,12817.23158506066,54641.09,1658.2,2,24
221,64785.141428571435,27608.69870243495,133282.21,22018.93,3,49
222,15061.1695,12014.905609732832,53161.78,611.14,0,40
223,32066.303703703703,18266.725007014204,67323.26,3900.16,2,27
224,50263.003684210526,20332.46986904117,87809.52,14684.68,2,38
225,28840.249375,17747.40600084063,71722.48,72.45,3,48
226,85726.174,33027.1657659411,137173.02,23495.41,1,20
227,48670.255263157895,18630.017557892053,80609.8,15906.91,3,38
228,31521.511333333332,14588.704604380306,60823.81,4587.17,1,30
229,33349.55931034483,15145.834492940847,67493.36,8961.39,2,29
230,26087.708780487807,19907.040943536686,86576.88,1728.63,1,41
231,103295.11605263158,43925.521288920136,180411.37,26722.75,2,38
232,45380.66761904762,23253.20644407067,112875.5,10922.9,2,42
233,51617.73173913044,27971.511995802466,121484.04,3007.41,3,46
234,88922.13181818182,40434.17570205957,168015.06,32925.23,1,22
235,37037.59208333333,20086.723589455054,88504.85,5327.06,5,48
236,14801.260833333334,9519.665187607552,31549.86,123.89,0,24
237,31092.53027777778,16997.131976499444,69026.3,2974.81,2,36
238,98411.73,35987.530328679124,198048.58,49507.98,1,23
239,84371.22770833333,32693.04794483145,163779.24,26951.05,2,48
240,187488.13604651162,64937.83204712519,320582.82,74862.28,1,43
241,38868.156129032264,18221.272763660185,92954.34,7091.43,1,31
242,23366.572,17565.33103601182,60471.08,1009.59,0,20
243,22991.274545454544,12773.398282689554,50319.4,3932.37,0,22
244,21676.160555555558,16284.91800105606,65876.57,1544.36,3,36
245,140607.38583333333,50328.492520616885,235993.65,47970.61,2,24
246,89771.6375,32549.84479773452,182482.73,33210.38,2,44
247,45154.1225,24346.849579014517,119582.14,2449.42,3,48
248,112957.44063829788,37933.829297959186,185600.97,50149.4,2,47
249,37539.108536585365,20957.61656783681,83348.64,7427.02,1,41
250,22939.716097560977,16842.145351608844,87739.42,3083.02,6,41
251,134621.84771428572,42554.64103898153,224484.24,56888.4,4,35
252,29689.01681818182,14929.797692413775,63685.0,4012.83,2,22
253,35714.54,23953.80542502979,107663.69,5580.78,3,46
254,31661.3462,15893.738163583757,72503.12,935.03,2,50
255,40950.9852,18835.14787988008,71664.02,11173.42,1,25
256,94582.23454545454,27164.10541805661,142557.65,46526.23,0,22
257,38200.5575,21584.85287190388,87452.39,19.38,0,40
258,51629.00913043478,22133.37796091068,96448.33,17023.01,1,23
259,49090.42913043478,24034.595369170158,91311.67,14116.65,2,23
260,71310.67,24064.966175527294,118756.43,33247.59,3,23
261,31562.484468085106,22402.031158019905,93944.4,210.27,4,47
262,46667.44314285714,21530.430339759987,122192.37,11743.83,3,35
263,14922.750588235294,11457.65887759612,52269.45,1107.2,2,34
264,24811.062619047618,17597.37025932458,84358.42,1396.31,1,42
265,48729.62361111111,23470.446906283425,97672.68,8969.65,1,36
266,34860.822173913046,20340.8684328177,97290.33,8131.96,2,23
267,38089.780625,21376.16548793191,95242.71,2822.93,2,32
268,49984.67999999999,23079.099136015397,106766.21,8448.76,3,46
269,29594.905757575758,23001.595786761325,89546.33,1154.55,1,33
270,68023.323125,27196.49705354331,123289.16,24113.62,6,32
271,49621.472,22450.481724820653,99170.81,14106.78,2,50
272,104314.85707317073,40098.400153548915,181861.0,32976.97,0,41
273,15970.044871794871,14118.938524696065,59103.43,268.6,3,39
274,60567.91090909091,35793.25197563467,136999.84,11717.67,3,22
275,56040.57129032258,29493.56620600983,124451.78,13905.36,1,31
276,60215.945428571424,30983.7703126324,142011.22,13152.59,1,35
277,96933.26863636365,48131.19492266175,189413.25,34478.07,0,22
278,58625.2117948718,27449.70841045482,145043.71,24293.46,1,39
279,39882.442340425536,21501.275406753983,121046.6,3457.82,4,47
280,58374.93444444444,25686.627187184793,152213.09,11906.52,2,45
281,107936.01757575758,40369.143478214355,188917.04,46627.87,1,33
282,64433.82355555556,29322.73843576735,164348.25,14139.15,0,45
283,83858.34285714287,33917.15120101823,144138.57,23981.61,0,28
284,13697.557241379309,12592.624298169514,47228.95,240.6,1,29
285,21562.864999999998,15356.706589044472,53924.45,2184.64,1,26
286,90004.7392,35396.17213072304,161824.08,33894.52,4,50
287,69145.88761904763,25696.67293971671,119949.86,26662.15,1,21
288,24354.266551724137,19947.598081027965,96918.15,444.18,0,29
289,85078.09428571428,33265.48785615518,159889.35,26175.02,2,35
290,33494.68964285714,22232.77528307226,77638.56,4225.1,0,28
291,57074.81613636364,27630.27566444353,129668.31,10196.83,6,44
292,135579.34416666668,51817.966567716976,238610.78,53953.56,0,24
293,69299.46212121213,26735.9764301528,129083.28,25704.11,4,33
294,35764.15581395349,22588.29570181522,99565.21,1827.63,2,43
295,53948.85808510638,28537.319442745084,141987.51,16049.08,0,47
296,49545.846764705886,24051.600622228205,107057.5,13964.69,2,34
297,80169.52566666667,32217.313002398925,175434.65,37998.99,1,30
298,68926.08829268294,31021.05216151436,151644.3,27530.41,3,41
299,29783.250967741937,18364.87834431025,81092.03,1552.59,2,31
300,56266.07558139535,26804.448587580995,131822.74,16530.44,2,43
301,56186.266500000005,28011.77308262363,104877.7,1079.91,3,40
302,116976.95666666667,39867.542417512435,200098.24,56475.67,1,21
303,107048.67205882353,46699.09135228752,196066.55,38646.71,3,34
304,19406.009696969697,17623.425948029995,95488.48,659.36,2,33
305,20291.564411764703,12593.668401250276,50150.89,1221.85,3,34
306,72828.90914285714,30956.285263281523,146921.62,27864.14,2,35
307,45008.126956521744,20139.536509859598,84972.02,5835.6,1,23
308,133255.28322580646,54826.48751969413,253845.81,55442.04,1,31
309,83307.45340425531,35780.31633370957,165579.04,24702.6,0,47
310,78122.52059999999,29720.362871974055,136414.31,24667.1,3,50
311,47529.58909090909,22420.10278654755,97650.06,9053.81,2,44
312,148440.1536111111,59052.868245409445,268761.11,58415.85,5,36
313,85034.33820512821,33483.56808505196,152577.35,28144.81,1,39
314,32463.737,18648.62088022396,73113.36,5740.46,0,30
315,87093.68675675677,39402.68916600908,187033.41,22751.83,2,37
316,37697.1035,19792.580278704194,77168.4,2137.95,2,20
317,43404.14387755102,22486.058604847974,102897.1,10996.26,5,49
318,24869.630303030306,15999.771966475117,68814.21,1007.71,4,33
319,87209.60612244898,36045.04290700473,162598.78,21762.51,2,49
320,18834.889722222222,13327.57393756793,53312.13,2532.43,2,36
321,75240.11571428573,34427.64842798613,152722.04,38021.93,2,21
322,34416.45658536585,21365.452005204992,89491.56,356.37,4,41
323,49745.63461538462,25765.304864631722,111073.41,8201.07,2,39
324,16647.187021276597,13746.57062389031,73615.93,172.5,6,47
325,79093.36810810812,29212.602923993152,148557.72,21451.98,2,37
326,139008.2440909091,49306.31204133258,244761.62,53922.63,3,44
327,33165.22595744681,19886.885903793667,91357.24,44.34,2,47
328,121300.27583333332,47595.983667737,207800.7,56514.51,2,36
329,62163.584418604645,23674.11191993234,121279.97,19361.52,1,43
330,64949.375384615385,27179.954691541465,115797.27,16344.25,3,39
331,32896.578709677415,19166.084731828207,94461.11,4471.09,0,31
332,48206.48052631579,21465.039741147408,100478.76,10266.35,1,38
333,44642.48033333333,22998.483565388047,113504.87,12882.76,3,30
334,73312.33321428571,28516.03467178878,139624.84,36327.64,1,28
335,20360.8376,17531.409448595874,66620.07,253.78,2,50
336,33845.539047619044,20338.874928340778,98565.81,5554.84,2,21
337,46044.71071428571,25104.675352647842,112086.2,11935.52,1,28
338,21346.62825,14078.187490590537,52201.41,1962.26,0,40
339,51219.03208333333,26206.88431711302,139724.58,1921.01,5,48
340,118592.56,52095.74117223,239911.11,51939.42,2,31
341,45846.15783783784,22265.523476652586,105469.73,16530.93,3,37
342,54648.314,27343.206722452967,125851.77,10057.41,4,45
343,31507.603043478262,20362.016675169845,81337.21,4930.6,2,23
344,41141.378333333334,27780.28591809568,111400.07,11292.38,1,30
345,83155.3615,31019.376036839552,142215.54,26037.34,0,20
346,77843.45170731707,30173.088319772294,139254.17,21093.49,6,41
347,40217.09086956522,22383.492609431643,81682.13,10245.29,2,23
348,68071.599,29949.37011977036,120920.99,9887.97,3,40
349,40508.22136363637,23370.1712077895,116167.68,4320.07,0,22
350,83420.771,32470.949468352144,140280.84,31371.83,3,30
351,55516.41476190476,25873.584680569023,106302.15,12048.86,3,21
352,22971.920000000002,24877.079539333517,82247.1,145.5,0,20
353,25346.79342857143,18685.81691154109,81696.42,2268.22,2,35
354,41701.54888888889,21311.071057927762,91345.4,8287.71,1,45
355,22470.568787878787,17968.70664494557,56959.04,226.9,6,33
356,63090.91777777777,29912.048852372627,155257.04,16205.78,1,45
357,50235.525897435895,29635.016820867928,125689.12,5558.63,3,39
358,76195.2568,35665.6275998723,159241.01,26217.11,3,50
359,68062.30882352941,32354.856722556262,133048.93,20117.06,3,34
360,48190.44895833333,22801.93601157467,91764.09,12536.97,3,48
361,33138.54155555555,24476.975828744093,112369.04,2677.77,4,45
362,37165.323958333334,19828.553652603656,86433.38,3461.63,2,48
363,66738.50285714286,30640.39441236382,138857.21,15624.16,0,42
364,63563.123928571425,20167.073760770872,105229.17,31397.77,0,28
365,32157.014090909095,18115.523251809063,74460.81,10038.61,1,22
366,51746.3485,23297.441476385855,85438.95,14225.17,0,20
367,22180.44652173913,17412.753947248657,78970.02,774.16,1,23
368,96871.9159574468,43515.91722939878,186578.44,39606.77,0,47
369,76456.25,25544.72114337259,130659.17,25506.62,1,22
370,137325.15108108107,57193.73657379028,237427.33,52948.77,6,37
371,13489.045263157894,10563.21595540654,54738.24,1355.59,0,38
372,54530.971999999994,27216.001324337758,113091.73,13117.15,1,30
373,56924.08066666666,22953.24114406788,114511.16,18220.94,2,30
374,43718.388399999996,27040.198535258984,100197.05,8162.66,0,25
375,26296.833783783783,18134.42953811254,68077.96,1075.41,0,37
376,27494.269500000002,19130.588035346205,75661.81,2783.05,0,20
377,42459.62733333333,23994.75390962739,104181.03,9446.66,1,45
378,71315.77909090908,38048.75672609326,158595.27,21599.96,3,33
379,82416.69333333334,40040.55550387791,167951.84,16358.46,1,45
380,51197.671111111114,26415.457350031924,102327.72,7242.71,2,45
381,46895.332962962966,27301.170124398985,121696.72,9312.31,1,27
382,106468.63432432433,40572.513562978645,204356.22,48528.9,2,37
383,66550.68625,29690.755859755704,162087.14,24223.19,3,32
384,92707.70095238095,34953.50614945114,179678.75,49925.61,2,21
385,72769.61653846155,36077.408742999265,168586.6,28213.76,1,26
386,71360.42058823528,33205.375200788854,140869.95,10218.67,2,34
387,94000.69636363637,38559.993010370345,169724.37,23408.24,0,44
388,34389.38526315789,21589.79414489267,102735.11,4605.62,1,38
389,34585.163863636364,18642.60665403402,96592.4,6036.25,3,44
390,71693.3945945946,26288.811026947227,128222.92,32617.34,1,37
391,30790.130454545455,18770.815157369805,73789.17,2963.51,2,44
392,76129.90000000001,30372.46767438998,148321.59,34111.53,2,29
393,106693.37421052632,46710.531396098406,193723.32,34127.39,1,38
394,91768.62066666667,31776.351404237914,145025.86,35165.28,1,30
395,29600.656363636364,22853.65771943531,82317.03,2946.18,0,33
396,74435.77325,33111.71790543577,158274.38,24746.26,0,40
397,41891.68884615384,22255.77207382486,108215.7,9585.33,1,26
398,41664.75117647059,22433.31539496218,92455.63,6492.83,3,34
399,71272.89931034483,32046.696682287144,164594.77,20828.29,2,29
400,61127.01022222222,25747.49676616469,111541.28,13933.73,2,45
401,68162.95433333333,29328.78833378911,121682.04,24218.7,2,30
402,52353.57366666666,22381.60122390071,88831.42,11899.23,1,30
403,43041.96,22787.50525460703,80001.23,127.28,1,22
404,53076.080652173914,28400.212525288873,141858.98,16056.49,1,46
405,58515.62265306122,27449.30962358182,130551.91,13229.02,1,49
406,43469.03481481481,20082.264686205737,98622.51,14870.88,0,27
407,92003.65583333332,24768.230037911893,140977.8,45047.24,1,24
408,44938.151860465114,27186.112313059264,115298.5,3576.23,0,43
409,88038.87369565218,41234.411648191635,200971.99,31674.4,2,46
410,93254.26655172414,37923.4688889792,170028.87,29946.25,0,29
411,67955.660625,27888.05240871205,133513.84,12612.65,3,48
412,114851.88477272727,41354.69094841153,179376.59,39678.61,6,44
413,74910.9636,30042.25625430285,138121.3,22404.46,2,25
414,80321.8082,32417.43155212807,154345.69,26132.1,2,50
415,49244.54857142857,24912.58159163619,110557.99,2535.33,4,35
416,20196.943636363638,18450.170261991658,59482.14,624.97,2,22
417,24544.115151515154,18952.277388951854,80111.28,1094.31,3,33
418,60492.037,24368.64441130059,102425.29,22748.64,1,20
419,66587.52160000001,35025.81742554206,155199.08,17588.08,2,25
420,69361.54382978723,26565.42429557037,138807.71,27788.53,6,47
421,68882.61,39314.98364215099,145547.74,24368.96,1,22
422,36983.37921052631,22576.8634365985,97214.32,6248.6,2,38
423,74814.22033333333,27959.950490991203,122868.73,26507.54,2,30
424,127798.60049999999,48363.10073182365,216921.78,52256.55,1,20
425,43067.734893617024,23218.515020635063,119081.44,7686.11,2,47
426,37433.10333333333,21402.447389629684,89076.69,6737.08,5,42
427,58241.880833333336,27819.22519558906,116965.13,19426.21,2,48
428,79425.42896551723,35078.31322110911,152456.58,30213.29,1,29
429,46966.034651162794,22888.327134853538,123212.67,15610.33,3,43
430,55088.62583333333,20919.02431929072,104743.65,17048.4,3,36
431,29465.691111111115,19133.69248293981,65581.01,85.64,5,36
432,152490.77571428573,68514.54780183306,287340.26,54106.02,2,42
433,36404.107941176466,23096.57241621924,110374.85,4682.58,3,34
434,76061.246,36914.8444917491,193152.46,21831.89,5,35
435,120877.37902439025,51585.79285176927,245160.76,47088.36,0,41
436,43853.4605,24648.60272227456,99756.75,12642.75,0,20
437,20043.14553191489,14145.331982535841,75424.47,159.07,3,47
438,105549.3476190476,34611.1505649564,177775.52,41590.23,1,42
439,54849.49127659574,24115.381593080943,102599.51,14228.86,5,47
440,77833.65833333334,39619.966422617596,152554.6,22325.8,1,24
441,100721.403125,48107.999733706514,200692.27,32585.26,3,32
